Z / PU Number,Slot,Subslot,Check in Time,Check in Operator,Location,State,Storage Unit,Storage Sub Unit,Zone State,Item State,Part Number,Lot No,Initial Quantity,Material Barcode,Estimated Current Quantity,Component Count Update,Reserved Quantity,Work Order Name,Cart Id,Splice Reel,Splice Lot Number,Splice Estimated Quantity,Splice Total Quantity,Feeder Birth Date,Components Fed,Total Components Fed,Feeder Count Update,Last Maintained,Feeder Barcode,MANUFACTURE DATE
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014028,1000040846,3000,1000451307,44,03/09/2021 01:55:37 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000035540,15000,1000412051,498,03/17/2021 01:29:58 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000035540,15000,1000412089,32,03/02/2021 10:26:43 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000035540,15000,1000412181,167,12/20/2020 07:50:46 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000035540,15000,1000412194,16,12/28/2020 08:25:32 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000040375,15000,1000441744,16,02/03/2021 06:59:49 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000041606,15000,1000472820,14836,05/24/2021 03:33:39 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014043,1000041606,15000,1000472846,14805,05/30/2021 03:09:46 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014243,1000041751,10000,1000475524,1,06/01/2021 05:02:31 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014246,1000039022,10000,1000405687,100,04/05/2021 01:27:05 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014262,1000031580,10000,1000212709,241,10/20/2020 07:04:28 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1014442,1000040984,10000,1000454511,2950,05/30/2021 11:32:06 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1016806,1000040038,1020,1000462303,9,02/21/2021 01:18:40 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1017113,1000032810,998,1000238516,998,03/06/2021 07:14:28 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1018014,1000013081,9999,1000020775,23,04/09/2021 11:56:20 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1025849,1000040210,3000,1000438101,547,05/17/2021 03:05:38 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1026472,K339471195,1000,1000421908,456,05/25/2021 01:12:19 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1026472,K339471282,1000,1000455557,38,05/25/2021 06:06:44 AM,0, , ,1000421908,K339471195,456,494, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1026596,K318861352,3000,1000256614,29,05/25/2021 08:15:51 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1029468,1000024367,10000,1000100924,8968,05/12/2021 01:42:11 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1030993,K318860635,10000,1000085625,50,12/14/2020 08:13:01 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1032637,K343030560,3982,1000478128,3934,05/14/2021 01:22:42 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1046033,K349260189,2000,1000427701,8,05/18/2021 10:11:08 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1047046,K328480157,250,1000450355,4,03/01/2021 05:14:49 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1048485,K341220432,2500,1000407446,10,10/26/2020 11:38:43 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1048928,K349260166,3000,1000425917,1951,05/02/2021 09:06:57 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1049966,K343030650,3000,1000444536,30,05/10/2021 06:47:51 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1050384,K348060294,5000,1000484574,50,04/28/2021 10:48:25 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1051595,K348060288,5000,1000484515,483,04/24/2021 08:21:01 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,1054183,K348060283,5000,1000484483,67,04/28/2021 10:47:52 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2009474,K350410737,500,1000452190,27,02/22/2021 03:19:36 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2009484,K350410738,122,1000452192,5,02/23/2021 01:14:34 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2009486,K350410744,1600,1000451161,12,04/30/2021 03:20:58 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2009602,K350410684,85,1000399441,2,02/19/2021 03:16:51 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011246,K352140126,4400,1000402803,15,03/09/2021 02:07:27 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011353,K352140007,10000,1000402445,10,01/17/2021 03:08:56 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011353,K352140773,10000,1000457423,9,03/15/2021 11:03:36 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011353,K352140773,10000,1000457424,11,03/12/2021 11:07:36 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011380,K352140014,1240,1000402455,6,12/01/2020 06:51:01 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011381,K352140015,160,1000402456,3,01/03/2021 01:06:27 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011391,K352140072,320,1000402696,2,01/17/2021 04:42:31 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011394,K352140835,275,1000457514,2,03/04/2021 02:53:52 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011418,K352140022,7680,1000402467,27,03/09/2021 04:09:32 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011418,K352140788,10000,1000457447,23,03/15/2021 11:03:15 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2011491,K352140090,160,1000402715,10,01/18/2021 01:53:20 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active, ,2013683,K352140659,2000,1000456970,29,03/04/2021 04:40:36 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active,UnPackaged,1021594,K326230783,190,1000428706,36,12/17/2020 11:49:12 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1,Unloaded Reels, , ,Active,UnPackaged,1042754,1000040118,3000,1000436529,121,03/20/2021 04:38:47 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1-L2,Unloaded Reels, , ,Active, ,1026474,K318860355,210,1000062055,210,07/22/2017 11:13:01 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1-L2,Unloaded Reels, , ,Active, ,2003782,K326410321,500,1000083351,182,07/18/2018 11:27:10 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1015210,K334330283,5000,1000228392,6,08/09/2019 11:35:48 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1015252,K338550254,5000,1000197236,23,03/26/2019 11:27:44 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1021593,K338550017,4000,1000181670,3017,03/04/2019 11:32:37 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1024780,K338550169,5000,1000191216,2,04/01/2019 03:31:33 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1026100,K329151533,200,1000250619,4,05/08/2020 05:47:36 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1028794,K331860141,730,1000071667,25,09/14/2017 11:40:23 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1030417,1000024414,5000,1000101193,16,09/12/2018 11:51:13 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1030420,K332960054,10000,1000078285,2,09/12/2018 11:50:23 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1039736,K334330098,4000,1000163441,69,07/09/2019 11:04:43 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1041196,K338550270,3000,1000198357,2,04/01/2019 03:37:54 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1041201,K334330223,1000,1000182822,36,08/10/2019 04:33:34 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1041270,1000032681,10000,1000234396,73,06/23/2020 02:17:44 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1042015,K339560049,1585,1000198074,15,05/10/2019 12:32:11 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1042041,K338190092,100,1000197327,22,02/11/2020 04:54:45 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1042043,K338190097,100,1000197332,4,02/11/2020 05:22:44 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1046008,K341220223,2125,1000281779,2101,02/03/2020 03:34:25 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1049732,K332960566,10000,1000330563,12,09/04/2020 04:43:43 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,1050344,K341220371,4000,1000323678,5,08/04/2020 07:24:35 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2000241,1000013899,805,1000022156,114,06/03/2016 10:49:29 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2001292,K326410262,8443,1000079802,192,12/12/2019 12:52:16 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2001494,1000014258,668,1000022366,104,06/03/2016 09:30:47 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2001510,1000013914,1060,1000022151,112,06/03/2016 09:20:02 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2001833,K327630302,1300,1000314621,16,06/22/2020 11:42:49 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2003646,K323040258,295,1000079486,85,12/13/2017 03:35:23 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2003782,K326410349,500,1000101881,390,06/16/2020 03:53:30 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2004224,K335460907,528,1000170203,4,04/03/2019 04:10:40 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-1old,Unloaded Reels, , ,Active, ,2005416,K337570307,4000,1000262047,11,06/26/2020 10:50:46 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1013868,1000038078,3000,1000340031,10,05/31/2021 12:14:18 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014050,1000032532,9997,1000231548,37,05/04/2021 02:33:39 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014057,1000039452,9990,1000420703,242,02/04/2021 05:33:41 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014072,1000035546,15000,1000287671,9762,02/26/2021 07:00:25 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014072,1000035546,15000,1000287672,176,02/24/2021 05:35:34 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014072,1000035546,15000,1000465574,10963,02/27/2021 12:02:24 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014133,1000039895,3000,1000430473,222,05/31/2021 12:19:01 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014244,1000024360,1452,1000311804,50,02/15/2021 11:15:35 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014248,1000031247,10000,1000203343,432,03/06/2021 05:49:54 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014274,1000031582,10000,1000212940,347,05/11/2021 02:32:42 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014274,1000037331,651,1000496150,18,05/19/2021 08:57:47 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014441,1000032543,10000,1000232152,892,05/25/2021 11:13:05 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1014812,1000035589,15000,1000431621,46,05/11/2021 02:39:41 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1016435,1000036842,10000,1000464668,3726,05/12/2021 01:43:59 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1017141,1000037849,3287,1000475985,484,04/03/2021 11:59:51 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1018224,1000017518,10000,1000033103,135,03/15/2021 02:09:25 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1020076,1000040165,2000,1000437105,860,05/11/2021 03:21:04 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1020309,1000036802,9999,1000309791,3093,04/23/2021 03:03:39 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1020997,1000033950,285,1000471514,44,03/17/2021 03:05:00 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1020997,1000039950,4000,1000435108,165,05/28/2021 11:38:34 AM,0, , ,1000471514,1000033950,44,209, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1022792,1000040222,3000,1000438836,200,05/31/2021 12:34:36 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1023281,K328480115,10000,1000130622,30,02/28/2021 01:39:32 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1023491,1000041309,3000,1000464406,22,05/16/2021 08:08:18 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1023571,1000040230,10000,1000439083,121,03/30/2021 06:39:55 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1025290,1000033700,664,1000255837,66,05/04/2021 03:10:54 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1025469,1000040485,3000,1000442966,946,05/10/2021 08:03:51 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1026406,1000027633,10000,1000148607,873,05/25/2021 11:26:19 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1026506,K339471227,2000,1000427823,2,04/08/2021 05:38:15 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1026782,1000042379,1900,1000491469,10,05/10/2021 04:42:53 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1031397,1000041774,10000,1000476523,728,05/25/2021 11:42:53 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1032217,K339470618,2000,1000292866,41,05/25/2021 01:14:11 AM,0, , ,1000312033,K339470831,426,467, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1032217,K339470831,2000,1000312033,426,05/25/2021 01:32:50 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1037888,1000038485,10000,1000348045,160,05/25/2021 11:43:37 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1045802,K343030742,250,1000491161,47,05/17/2021 01:15:53 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1046002,K349260228,3000,1000475015,29,05/18/2021 11:03:47 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1049524,K343030423,4000,1000427614,4,12/24/2020 06:41:46 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1050344,K349260310,4000,1000483912,22,05/18/2021 10:05:08 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1050377,K343030496,4000,1000401729,90,02/25/2021 02:54:32 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1050387,K343030419,5000,1000339478,49,05/10/2021 08:16:50 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,1050389,K343030341,5000,1000324594,248,02/25/2021 03:01:50 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2001681,K326410142,160,1000047269,145,10/18/2020 03:17:28 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2007095,K340620830,10000,1000279812,46,01/14/2021 02:49:02 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2007820,K346931255,10000,1000419702,400,11/22/2020 03:29:47 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2008422,K340621182,10000,1000299264,10,12/03/2020 02:47:27 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2009512,K350410910,44,1000453050,8,02/22/2021 11:25:02 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2009634,K350410588,63,1000399600,6,02/19/2021 06:59:58 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2011285,K352140179,2000,1000402914,20,12/31/2020 03:39:00 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2011376,K352140087,160,1000402712,4,01/17/2021 07:05:50 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2011391,K352140834,550,1000457513,11,03/13/2021 12:07:54 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2011471,K352140104,160,1000402731,4,01/17/2021 10:46:41 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2012996,K340621855,4000,1000425189,18,01/15/2021 12:53:51 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active, ,2013008,K340621814,4000,1000424772,21,01/15/2021 12:48:19 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active,UnPackaged,1013674,1000034116,4000,1000262323,1482,04/01/2021 11:36:35 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active,UnPackaged,1021593,K343030752,2000,1000499969,2000,05/22/2021 07:45:54 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active,UnPackaged,1021593,K343030752,4000,1000499962,2655,05/23/2021 07:13:53 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2,Unloaded Reels, , ,Active,UnPackaged,1021596,K343030278,4000,1000317490,375,05/23/2021 07:13:54 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1014278,1000024624,1800,1000187286,3,02/26/2019 06:48:24 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1015218,K339560115,185,1000198172,83,06/01/2020 02:53:51 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1030845,K332960540,3000,1000330080,17,09/09/2020 03:44:59 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1030895,K332960212,3000,1000125937,4,09/12/2018 11:23:31 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1032010,K339470794,3000,1000306400,24,07/07/2020 12:10:32 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1039740,K334330364,5000,1000239213,56,06/01/2020 02:55:40 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1040699,K338190387,110,1000261883,6,02/10/2020 01:53:43 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1041201,K334330648,1000,1000316524,707,07/10/2020 09:35:30 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1044317,K340970719,1100,1000273315,5,12/22/2019 01:58:21 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1044368,K349260027,2500,1000305247,623,08/06/2020 04:41:12 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1045969,K318861328,1230,1000244814,8,09/02/2019 07:38:42 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1045970,K339470535,10000,1000285229,12,03/09/2020 07:17:40 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1045971,K339470688,10000,1000296883,5,07/07/2020 12:10:32 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1047051,1000033785,15,1000256749,3,10/14/2019 12:35:13 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1047974,K334330449,4000,1000268358,6,06/01/2020 03:03:23 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1050372,K349260067,5000,1000306437,5,05/02/2020 06:47:35 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1050403,K343030232,5000,1000316593,4988,07/08/2020 06:37:13 AM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1051068,K332960569,10000,1000330569,19,09/07/2020 03:54:46 PM,0, , , , ,0,0, ,0,0, , , , 
 ,0,0, , ,NPM-2old,Unloaded Reels, , ,Active, ,1051175,K318861488,35,1000326975,10,08/14/2020 01:50:59 PM,0, , , , ,0,0, ,0,0, , , , 
